raw_text,clean_text,tokens,processed_text,raw_length,clean_length,tokens_count
Не могу сдержать улыбки при просмотре. Хочется смотреть ещё и ещё... Но на роль Вайолет могли выбрать актрису по-лучше. Она какая-то несуразная... Но фильм - просто класс!,не могу сдержать улыбки при просмотре хочется смотреть ещё и ещё но на роль вайолет могли выбрать актрису по лучше она какая то несуразная но фильм просто класс,"['мочь', 'сдержать', 'улыбка', 'просмотр', 'хотеться', 'смотреть', 'ещё', 'ещё', 'роль', 'вайогод', 'мочь', 'выбрать', 'актриса', 'несуразный', 'фильм', 'просто', 'класс']",мочь сдержать улыбка просмотр хотеться смотреть ещё ещё роль вайогод мочь выбрать актриса несуразный фильм просто класс,171,160,17
"Очень милый, легкий и забавный фильм. Кирстен здесь красива как никогда, больше такой я ее нигде не видела. Конечно, в плане игры не на 'Оскар', но чисто визуально она просто прелесть.",очень милый легкий и забавный фильм кирстен здесь красива как никогда больше такой я ее нигде не видела конечно в плане игры не на оскар но чисто визуально она просто прелесть,"['очень', 'милый', 'лёгкий', 'забавный', 'фильм', 'кирстен', 'красивый', 'нигде', 'видеть', 'план', 'игра', 'оскар', 'чисто', 'визуально', 'просто', 'прелесть']",очень милый лёгкий забавный фильм кирстен красивый нигде видеть план игра оскар чисто визуально просто прелесть,184,175,16
"Сильный социальный фильм, на тематику, взятую из реальных и правдоподобных моментов из жизни. Чудный и странный фильм, после просмотра просто просится сказать: - Дайте «Оскар» за лучший фильм года…

Фильм нужно понять. Скорее для размышления чем для просмотра.",сильный социальный фильм на тематику взятую из реальных и правдоподобных моментов из жизни чудный и странный фильм после просмотра просто просится сказать дайте оскар за лучший фильм года фильм нужно понять скорее для размышления чем для просмотра,"['сильный', 'социальный', 'фильм', 'тематика', 'взять', 'реальный', 'правдоподобный', 'момент', 'жизнь', 'чудный', 'странный', 'фильм', 'просмотр', 'просто', 'проситься', 'сказать', 'дать', 'оскар', 'хороший', 'фильм', 'год', 'фильм', 'нужно', 'понять', 'скорее', 'размышление', 'просмотр']",сильный социальный фильм тематика взять реальный правдоподобный момент жизнь чудный странный фильм просмотр просто проситься сказать дать оскар хороший фильм год фильм нужно понять скорее размышление просмотр,260,247,27
"Самый лучший фильм о войне, о войне незримой. Он по праву может стоять рядом с картиной 'В бой идут одни старики'.",самый лучший фильм о войне о войне незримой он по праву может стоять рядом с картиной в бой идут одни старики,"['самый', 'хороший', 'фильм', 'война', 'война', 'незримый', 'право', 'стоять', 'рядом', 'картина', 'бой', 'идти', 'один', 'старик']",самый хороший фильм война война незримый право стоять рядом картина бой идти один старик,114,109,14
"Этот великолепный, красочный, добродушный, трогательный, смешной, милый, грустный мультфильм является классикой анимационного жанра. Антропоморфные животные олицетворяют все самые положительные людские качества людей, а самые низменные достаются на долю самого Человеку - самому главному злодею, врагу живой природы.

1",этот великолепный красочный добродушный трогательный смешной милый грустный мультфильм является классикой анимационного жанра антропоморфные животные олицетворяют все самые положительные людские качества людей а самые низменные достаются на долю самого человеку самому главному злодею врагу живой природы,"['великолепный', 'красочный', 'добродушный', 'трогательный', 'смешной', 'милый', 'грустный', 'мультфильм', 'являться', 'классика', 'анимационный', 'жанр', 'антропоморфный', 'животное', 'олицетворять', 'самый', 'положительный', 'людская', 'качество', 'человек', 'самый', 'низменный', 'доставаться', 'доля', 'сам', 'человек', 'сам', 'главный', 'злодей', 'враг', 'живой', 'природа']",великолепный красочный добродушный трогательный смешной милый грустный мультфильм являться классика анимационный жанр антропоморфный животное олицетворять самый положительный людская качество человек самый низменный доставаться доля сам человек сам главный злодей враг живой природа,319,304,32
"На мой взгляд, лучшее кино с Броснаном в роли Бонда, да и одно из лучших фильмов в бондиане.

Хорошия порция юмора, в меру закрученный сюжет. Плюс, класический бондовский злодей, по определению первого продюссера бондианы Альберта Брокколи.",на мой взгляд лучшее кино с броснаном в роли бонда да и одно из лучших фильмов в бондиане хорошия порция юмора в меру закрученный сюжет плюс класический бондовский злодей по определению первого продюссера бондианы альберта брокколи,"['взгляд', 'хороший', 'кино', 'броснан', 'роль', 'бонд', 'один', 'хороший', 'фильм', 'бондиана', 'хорошие', 'порция', 'юмор', 'мера', 'закрутить', 'сюжет', 'плюс', 'класический', 'бондовский', 'злодей', 'определение', 'первый', 'продюссер', 'бондиана', 'альберт', 'брокколи']",взгляд хороший кино броснан роль бонд один хороший фильм бондиана хорошие порция юмор мера закрутить сюжет плюс класический бондовский злодей определение первый продюссер бондиана альберт брокколи,240,231,26
"Мне очень понравилось! Первый раз смотрела в кинотеатре, было действительно страшно и впечатляюще, хотя я уже довольно много фильмов такого типа пересмотрела. Потом купила двд, чтоб было в домашней коллекции. Хороший фильм и хорошее содержание, не просто тупой ужастик.",мне очень понравилось первый раз смотрела в кинотеатре было действительно страшно и впечатляюще хотя я уже довольно много фильмов такого типа пересмотрела потом купила двд чтоб было в домашней коллекции хороший фильм и хорошее содержание не просто тупой ужастик,"['очень', 'понравиться', 'первый', 'смотреть', 'кинотеатр', 'действительно', 'страшно', 'впечатляющий', 'хотя', 'довольно', 'фильм', 'такой', 'тип', 'пересмотреть', 'купить', 'двд', 'домашний', 'коллекция', 'хороший', 'фильм', 'хороший', 'содержание', 'просто', 'тупой', 'ужастик']",очень понравиться первый смотреть кинотеатр действительно страшно впечатляющий хотя довольно фильм такой тип пересмотреть купить двд домашний коллекция хороший фильм хороший содержание просто тупой ужастик,269,261,25
"Одна из немногих заслуживающих внимания из просмотренных мною короткометражек студии «Свободное кино». Не без забавностей и поднимающая простые, но важные проблемы современного человека. А так же локальную проблему неумолимого разрастания города и последующих за этим неудобств для москвичей.",одна из немногих заслуживающих внимания из просмотренных мною короткометражек студии свободное кино не без забавностей и поднимающая простые но важные проблемы современного человека а так же локальную проблему неумолимого разрастания города и последующих за этим неудобств для москвичей,"['один', 'немногий', 'заслуживать', 'внимание', 'просмотреть', 'я', 'короткометражка', 'студия', 'свободный', 'кино', 'забавность', 'поднимать', 'простой', 'важный', 'проблема', 'современный', 'человек', 'локальный', 'проблема', 'неумолимый', 'разрастание', 'город', 'последующий', 'это', 'неудобство', 'москвич']",один немногий заслуживать внимание просмотреть я короткометражка студия свободный кино забавность поднимать простой важный проблема современный человек локальный проблема неумолимый разрастание город последующий это неудобство москвич,292,286,26
"Отличный фильм!
В нём есть изрядная доля юмора и элементы экшена. Одним словом, позитивный заряд, поднимающий настроение.

5*",отличный фильм в нём есть изрядная доля юмора и элементы экшена одним словом позитивный заряд поднимающий настроение,"['отличный', 'фильм', 'он', 'изрядный', 'доля', 'юмор', 'элемент', 'экшен', 'один', 'слово', 'позитивный', 'заряд', 'поднимать', 'настроение']",отличный фильм он изрядный доля юмор элемент экшен один слово позитивный заряд поднимать настроение,125,116,14
"Меня не очень пугают фильмы ужасов. По моему редкость, когда снимают действительно страшные фильмы. Ужас Амитивиля можно отнести к таким. Фильм реально меня напугал. Не знаю, может я сам сделал такую обстановку: ночью, один, в наушниках. Фильм реально напугал!",меня не очень пугают фильмы ужасов по моему редкость когда снимают действительно страшные фильмы ужас амитивиля можно отнести к таким фильм реально меня напугал не знаю может я сам сделал такую обстановку ночью один в наушниках фильм реально напугал,"['очень', 'пугать', 'фильм', 'ужас', 'мой', 'редкость', 'снимать', 'действительно', 'страшный', 'фильм', 'ужас', 'амитивиль', 'отнести', 'такой', 'фильм', 'реально', 'напугать', 'знать', 'сделать', 'такой', 'обстановка', 'ночью', 'наушник', 'фильм', 'реально', 'напугать']",очень пугать фильм ужас мой редкость снимать действительно страшный фильм ужас амитивиль отнести такой фильм реально напугать знать сделать такой обстановка ночью наушник фильм реально напугать,260,249,26
"Неплохой фильм с таким небольшим бюджетом. Довольно интересный, есть несколько резких моментов, чтобы вздрогнуть. Только вот единственное непонятно: откуда взялся этот Рикер? ",неплохой фильм с таким небольшим бюджетом довольно интересный есть несколько резких моментов чтобы вздрогнуть только вот единственное непонятно откуда взялся этот рикер,"['неплохой', 'фильм', 'такой', 'небольшой', 'бюджет', 'довольно', 'интересный', 'несколько', 'резкий', 'момент', 'вздрогнуть', 'единственный', 'непонятно', 'откуда', 'взяться', 'рикер']",неплохой фильм такой небольшой бюджет довольно интересный несколько резкий момент вздрогнуть единственный непонятно откуда взяться рикер,175,168,16
"Короткометражный пластилиновый мультик судьи берлинского кинофестиваля просмотрели без перевода, но, как гениальное творение, стал итак ясен, как забавная сатира на положение людей в общественном транспорте в час-пик, в ходе чего достойно получил премию.",короткометражный пластилиновый мультик судьи берлинского кинофестиваля просмотрели без перевода но как гениальное творение стал итак ясен как забавная сатира на положение людей в общественном транспорте в час пик в ходе чего достойно получил премию,"['короткометражный', 'пластилиновый', 'мультик', 'судья', 'берлинский', 'кинофестиваль', 'просмотреть', 'перевод', 'гениальный', 'творение', 'стать', 'итак', 'ясный', 'забавный', 'сатира', 'положение', 'человек', 'общественный', 'транспорт', 'час', 'пик', 'ход', 'достойно', 'получить', 'премия']",короткометражный пластилиновый мультик судья берлинский кинофестиваль просмотреть перевод гениальный творение стать итак ясный забавный сатира положение человек общественный транспорт час пик ход достойно получить премия,254,248,25
Фильм хороший. Смотрится достойно. Проще всего критиковать работу других людей. А ведь этот фильм огромный труд. Каждая секунда на одном дыхании. В своем жанре он держит планку.,фильм хороший смотрится достойно проще всего критиковать работу других людей а ведь этот фильм огромный труд каждая секунда на одном дыхании в своем жанре он держит планку,"['фильм', 'хороший', 'смотреться', 'достойно', 'простой', 'критиковать', 'работа', 'другой', 'человек', 'фильм', 'огромный', 'труд', 'каждый', 'секунда', 'один', 'дыхание', 'свой', 'жанр', 'держать', 'планка']",фильм хороший смотреться достойно простой критиковать работа другой человек фильм огромный труд каждый секунда один дыхание свой жанр держать планка,177,171,20
"Очень-очень неплохой триллер! Представлена такая интересная теория того, что существует между жизнью и смертью. Советую посмотреть. 

Ставлю на два бала выше за милую мордашку Ариэль Кеббел и за то, что само кино не оставляет зрителя равнодушным.
 
.",очень очень неплохой триллер представлена такая интересная теория того что существует между жизнью и смертью советую посмотреть ставлю на два бала выше за милую мордашку ариэль кеббел и за то что само кино не оставляет зрителя равнодушным,"['очень', 'очень', 'неплохой', 'триллер', 'представить', 'такой', 'интересный', 'теория', 'существовать', 'жизнь', 'смерть', 'советовать', 'посмотреть', 'ставить', 'бал', 'выше', 'милый', 'мордашка', 'ариэль', 'кеббел', 'сам', 'кино', 'оставлять', 'зритель', 'равнодушный']",очень очень неплохой триллер представить такой интересный теория существовать жизнь смерть советовать посмотреть ставить бал выше милый мордашка ариэль кеббел сам кино оставлять зритель равнодушный,250,238,25
"Это просто отличный фильм, чтобы там не говорили! Холли Берри - настоящая кошка, ласковая и жестокая одновременно. Фильм не очень 'грузит' мозги, чем и хорош. Кстати, игра Шерон Стоун также весьма впечатляет!

1",это просто отличный фильм чтобы там не говорили холли берри настоящая кошка ласковая и жестокая одновременно фильм не очень грузит мозги чем и хорош кстати игра шерон стоун также весьма впечатляет,"['просто', 'отличный', 'фильм', 'говорить', 'холль', 'берри', 'настоящий', 'кошка', 'ласковый', 'жестокий', 'одновременно', 'фильм', 'очень', 'грузить', 'мозг', 'хороший', 'кстати', 'игра', 'шерон', 'стоун', 'также', 'весьма', 'впечатлять']",просто отличный фильм говорить холль берри настоящий кошка ласковый жестокий одновременно фильм очень грузить мозг хороший кстати игра шерон стоун также весьма впечатлять,211,196,23
"Абсолютно не понравился. Фильм о великовозрастных жеребцах-халявщиках. Так же на халяву они понаходили своих прекрасных богатых невест.

Сюжет предсказуемый с первой до последней минуты, юмор традиционный для таких комедий и несмешной. Одно хорошо:  к фильму напрашивается фраза 'Любовь спасёт мир'.",абсолютно не понравился фильм о великовозрастных жеребцах халявщиках так же на халяву они понаходили своих прекрасных богатых невест сюжет предсказуемый с первой до последней минуты юмор традиционный для таких комедий и несмешной одно хорошо к фильму напрашивается фраза любовь спасёт мир,"['абсолютно', 'понравиться', 'фильм', 'великовозрастный', 'жеребец', 'халявщик', 'халява', 'понаходить', 'свой', 'прекрасный', 'богатый', 'невеста', 'сюжет', 'предсказуемый', 'первый', 'последний', 'минута', 'юмор', 'традиционный', 'такой', 'комедия', 'несмешной', 'один', 'фильм', 'напрашиваться', 'фраза', 'любовь', 'спасти', 'мир']",абсолютно понравиться фильм великовозрастный жеребец халявщик халява понаходить свой прекрасный богатый невеста сюжет предсказуемый первый последний минута юмор традиционный такой комедия несмешной один фильм напрашиваться фраза любовь спасти мир,299,288,29
"Самая лучшая романтическая комедия последних лет. Игра актёров на высоте. А сюжет очень оригинальный и интересный. В этом фильме показана настоящая любовь. Ведь именно по-настоящему любящий человек каждый день приносит счастье своей возлюбленной, каждый день завоёвывает её сердце!

1",самая лучшая романтическая комедия последних лет игра актёров на высоте а сюжет очень оригинальный и интересный в этом фильме показана настоящая любовь ведь именно по настоящему любящий человек каждый день приносит счастье своей возлюбленной каждый день завоёвывает её сердце,"['самый', 'хороший', 'романтический', 'комедия', 'последний', 'год', 'игра', 'актёр', 'высота', 'сюжет', 'очень', 'оригинальный', 'интересный', 'фильм', 'показать', 'настоящий', 'любовь', 'именно', 'настоящий', 'любящий', 'человек', 'каждый', 'день', 'приносить', 'счастие', 'свой', 'возлюбить', 'каждый', 'день', 'завоёвывать', 'её', 'сердце']",самый хороший романтический комедия последний год игра актёр высота сюжет очень оригинальный интересный фильм показать настоящий любовь именно настоящий любящий человек каждый день приносить счастие свой возлюбить каждый день завоёвывать её сердце,284,275,32
"Фильм на самом деле отличный. Такое появляется раз в 10 лет. Вы только вдумайтесь - фильм вышел сразу на видео, но при этом имеет очень красивые и запоминающиеся спецэффекты (это 1995 году-то) и интересный сюжет, прекрасную игру актеров.

1 ",фильм на самом деле отличный такое появляется раз в лет вы только вдумайтесь фильм вышел сразу на видео но при этом имеет очень красивые и запоминающиеся спецэффекты это году то и интересный сюжет прекрасную игру актеров,"['фильм', 'сам', 'дело', 'отличный', 'такой', 'появляться', 'год', 'вдуматься', 'фильм', 'выйти', 'сразу', 'видео', 'иметь', 'очень', 'красивый', 'запоминаться', 'спецэффект', 'год', 'интересный', 'сюжет', 'прекрасный', 'игра', 'актёр']",фильм сам дело отличный такой появляться год вдуматься фильм выйти сразу видео иметь очень красивый запоминаться спецэффект год интересный сюжет прекрасный игра актёр,241,220,23
"Прекрасный фильм! Отличный сценарий и превосходная режиссерская работа! Смотрела на одном дыхании. Игра актеров просто великолепна! И без того гениальный Депп в этом фильме превзошел самого себя, это его лучшая работа! Однозначенно, фильм достоин высшей оценки!

1
",прекрасный фильм отличный сценарий и превосходная режиссерская работа смотрела на одном дыхании игра актеров просто великолепна и без того гениальный депп в этом фильме превзошел самого себя это его лучшая работа однозначенно фильм достоин высшей оценки,"['прекрасный', 'фильм', 'отличный', 'сценарий', 'превосходный', 'режиссёрский', 'работа', 'смотреть', 'один', 'дыхание', 'игра', 'актёр', 'просто', 'великолепный', 'гениальный', 'деппа', 'фильм', 'превзойти', 'сам', 'хороший', 'работа', 'однозначённо', 'фильм', 'достойный', 'высокий', 'оценка']",прекрасный фильм отличный сценарий превосходный режиссёрский работа смотреть один дыхание игра актёр просто великолепный гениальный деппа фильм превзойти сам хороший работа однозначённо фильм достойный высокий оценка,265,253,26
"Блестящая российская комедия начала 90-х, собственно, как и все отечественные комедии того периода российского кинематографа.
Отличная пародия на советские времена, которая смотрится легко и весело.",блестящая российская комедия начала х собственно как и все отечественные комедии того периода российского кинематографа отличная пародия на советские времена которая смотрится легко и весело,"['блестящий', 'российский', 'комедия', 'начало', 'собственно', 'отечественный', 'комедия', 'период', 'российский', 'кинематограф', 'отличный', 'пародия', 'советский', 'время', 'который', 'смотреться', 'легко', 'весело']",блестящий российский комедия начало собственно отечественный комедия период российский кинематограф отличный пародия советский время который смотреться легко весело,198,190,18
"Фальстарт, причем однозначно. Никакого отношения к предыдущим двум частям не имеет, разве что как отдельный фильм. Тачки, девушки, разборки, короче говоря, кому что нравится, а мне, например, нравятся крутые по динамике фильмы, чем и была первая часть.

.",фальстарт причем однозначно никакого отношения к предыдущим двум частям не имеет разве что как отдельный фильм тачки девушки разборки короче говоря кому что нравится а мне например нравятся крутые по динамике фильмы чем и была первая часть,"['фальстарт', 'причём', 'однозначно', 'никакой', 'отношение', 'предыдущий', 'два', 'часть', 'иметь', 'отдельный', 'фильм', 'тачка', 'девушка', 'разборка', 'короче', 'говорить', 'кто', 'нравиться', 'например', 'нравиться', 'крутой', 'динамика', 'фильм', 'первый', 'часть']",фальстарт причём однозначно никакой отношение предыдущий два часть иметь отдельный фильм тачка девушка разборка короче говорить кто нравиться например нравиться крутой динамика фильм первый часть,255,239,25
"Ожидала, что фильм будет плохим. Оказалось наоборот! Такого смешного и классного фильма очень давно не видела! Отличная игра актеров. Смеялась весь фильм моей подруге тоже очень понравился! Советую посмотреть каждому!

1",ожидала что фильм будет плохим оказалось наоборот такого смешного и классного фильма очень давно не видела отличная игра актеров смеялась весь фильм моей подруге тоже очень понравился советую посмотреть каждому,"['ожидать', 'фильм', 'плохой', 'оказаться', 'наоборот', 'такой', 'смешной', 'классный', 'фильм', 'очень', 'давно', 'видеть', 'отличный', 'игра', 'актёр', 'смеяться', 'фильм', 'мой', 'подруга', 'очень', 'понравиться', 'советовать', 'посмотреть', 'каждый']",ожидать фильм плохой оказаться наоборот такой смешной классный фильм очень давно видеть отличный игра актёр смеяться фильм мой подруга очень понравиться советовать посмотреть каждый,220,210,24
"Классика жанра. Несомненно лучше, более поздней версии(сериала), но, к сожалению, очень многое не раскрыто. Кому понравился фильм - обязательно прочтите книгу Френка Герберта. Безусловно, все 10! баллов.",классика жанра несомненно лучше более поздней версии сериала но к сожалению очень многое не раскрыто кому понравился фильм обязательно прочтите книгу френка герберта безусловно все баллов,"['классика', 'жанр', 'несомненно', 'поздний', 'версия', 'сериал', 'сожаление', 'очень', 'многое', 'раскрыть', 'кто', 'понравиться', 'фильм', 'обязательно', 'прочесть', 'книга', 'фрёнок', 'герберт', 'безусловно', 'балл']",классика жанр несомненно поздний версия сериал сожаление очень многое раскрыть кто понравиться фильм обязательно прочесть книга фрёнок герберт безусловно балл,203,187,20
"Фильм стал просто какой-то пародией и на 'Хищника', и на 'Чужого'. В тот момент, когда ждёшь кульминации, накала страстей - фильм заканчивается.

Складывается впечатление, что нужно было что-то снять, быстро и дёшево, расчитанное на публику, которой всё равно, что смотреть.",фильм стал просто какой то пародией и на хищника и на чужого в тот момент когда ждёшь кульминации накала страстей фильм заканчивается складывается впечатление что нужно было что то снять быстро и дёшево расчитанное на публику которой всё равно что смотреть,"['фильм', 'стать', 'просто', 'пародия', 'хищник', 'чужое', 'момент', 'ждать', 'кульминация', 'накал', 'страсть', 'фильм', 'заканчиваться', 'складываться', 'впечатление', 'нужно', 'снять', 'быстро', 'дёшево', 'расчитать', 'публика', 'который', 'всё', 'равно', 'смотреть']",фильм стать просто пародия хищник чужое момент ждать кульминация накал страсть фильм заканчиваться складываться впечатление нужно снять быстро дёшево расчитать публика который всё равно смотреть,274,256,25
"На мой взгляд фильм очень хороший, отличительная черта этой картины - декорации. Хорошая игра актёров, в особенности Александра Бухарова. В целом, фильм состоялся и я осталась довольна его просмотром.
   
",на мой взгляд фильм очень хороший отличительная черта этой картины декорации хорошая игра актёров в особенности александра бухарова в целом фильм состоялся и я осталась довольна его просмотром,"['взгляд', 'фильм', 'очень', 'хороший', 'отличительный', 'черта', 'картина', 'декорация', 'хороший', 'игра', 'актёр', 'особенность', 'александр', 'бухаров', 'целое', 'фильм', 'состояться', 'остаться', 'довольный', 'просмотр']",взгляд фильм очень хороший отличительный черта картина декорация хороший игра актёр особенность александр бухаров целое фильм состояться остаться довольный просмотр,205,192,20
"Уютный и милый фильм. Такой по настоящему рождественский. С некоторых пор ежегодно в новогодние праздники пересматривается- уже традиция.  Обаятельные герои, легкий сюжет, забавные шутки и немного романтики - всё есть в этом фильме. Так что смотрите и наслаждайтесь.",уютный и милый фильм такой по настоящему рождественский с некоторых пор ежегодно в новогодние праздники пересматривается уже традиция обаятельные герои легкий сюжет забавные шутки и немного романтики всё есть в этом фильме так что смотрите и наслаждайтесь,"['уютный', 'милый', 'фильм', 'настоящий', 'рождественский', 'некоторый', 'пора', 'ежегодно', 'новогодний', 'праздник', 'пересматриваться', 'традиция', 'обаятельный', 'герой', 'лёгкий', 'сюжет', 'забавный', 'шутка', 'немного', 'романтик', 'всё', 'фильм', 'смотреть', 'наслаждаться']",уютный милый фильм настоящий рождественский некоторый пора ежегодно новогодний праздник пересматриваться традиция обаятельный герой лёгкий сюжет забавный шутка немного романтик всё фильм смотреть наслаждаться,266,255,24
"Очень достойный, ровный, вполне адекватный фильм о службе полицейского и собаки. Никаких приукрашиваний, чуть комедийности, в меру стрельбы. Отличная игра актёров, понятный сюжет, причём и продолжения фильма получились не скучнее первой части.

Очень качественный фильм.

1",очень достойный ровный вполне адекватный фильм о службе полицейского и собаки никаких приукрашиваний чуть комедийности в меру стрельбы отличная игра актёров понятный сюжет причём и продолжения фильма получились не скучнее первой части очень качественный фильм,"['очень', 'достойный', 'ровный', 'вполне', 'адекватный', 'фильм', 'служба', 'полицейский', 'собака', 'никакой', 'приукрашивание', 'комедийность', 'мера', 'стрельба', 'отличный', 'игра', 'актёр', 'понятный', 'сюжет', 'причём', 'продолжение', 'фильм', 'получиться', 'скучный', 'первый', 'часть', 'очень', 'качественный', 'фильм']",очень достойный ровный вполне адекватный фильм служба полицейский собака никакой приукрашивание комедийность мера стрельба отличный игра актёр понятный сюжет причём продолжение фильм получиться скучный первый часть очень качественный фильм,273,259,29
"Фильм мне очень понравился. Яркие краски, замечательный пейзаж, динамика делают его довольно - таки интересным.

История любви императрицы и война показана на высоте.

По сюжету, он чем - то напоминает 'Тристана и Изольду'.

Советую посмотреть фильм.

Моя оценка такова:

1",фильм мне очень понравился яркие краски замечательный пейзаж динамика делают его довольно таки интересным история любви императрицы и война показана на высоте по сюжету он чем то напоминает тристана и изольду советую посмотреть фильм моя оценка такова,"['фильм', 'очень', 'понравиться', 'яркий', 'краска', 'замечательный', 'пейзаж', 'динамика', 'делать', 'довольно', 'таки', 'интересный', 'история', 'любовь', 'императрица', 'война', 'показать', 'высота', 'сюжет', 'напоминать', 'тристан', 'изольда', 'советовать', 'посмотреть', 'фильм', 'оценка', 'таковой']",фильм очень понравиться яркий краска замечательный пейзаж динамика делать довольно таки интересный история любовь императрица война показать высота сюжет напоминать тристан изольда советовать посмотреть фильм оценка таковой,273,251,27
